"Customer.Type","Type.of.Travel","Class","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","satisfaction"
"0","1","2",0,0,"1"
"0","0","0",49,54,"1"
"0","0","0",1,6,"1"
"0","0","0",19,15,"0"
"0","0","0",3,0,"1"
"0","0","0",1,4,"1"
"0","1","2",0,0,"0"
"0","0","0",49,43,"1"
"1","0","2",4,0,"0"
"0","0","0",0,0,"1"
"1","0","2",14,17,"0"
"0","0","1",0,0,"0"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"1","0","0",3,0,"0"
"0","1","2",30,11,"0"
"0","0","0",4,0,"1"
"0","0","0",5,14,"1"
"1","0","2",6,7,"0"
"0","0","0",0,0,"0"
"0","1","2",35,47,"0"
"0","1","1",0,0,"0"
"0","0","0",0,0,"1"
"0","0","0",8,1,"1"
"0","1","2",17,10,"0"
"1","0","2",0,0,"0"
"0","0","0",0,7,"0"
"0","0","0",19,13,"1"
"0","1","2",0,0,"0"
"0","1","2",0,0,"0"
"1","0","2",52,51,"0"
"0","1","2",0,0,"1"
"1","0","2",29,20,"0"
"0","0","0",0,0,"1"
"0","0","1",14,21,"0"
"0","1","2",1,0,"0"
"0","1","2",18,12,"0"
"0","0","2",0,0,"1"
"0","0","0",31,29,"1"
"0","0","0",0,96,"0"
"1","0","2",24,16,"0"
"0","0","0",0,0,"1"
"1","0","2",0,0,"0"
"1","0","2",10,17,"0"
"0","0","0",37,28,"0"
"0","0","0",18,14,"1"
"0","0","0",0,0,"1"
"1","0","2",14,20,"0"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"1","0","0",0,0,"0"
"0","1","2",9,0,"0"
"1","0","0",15,0,"1"
"0","0","0",76,66,"1"
"0","0","0",12,0,"1"
"0","1","2",1,0,"0"
"0","0","0",0,0,"0"
"1","0","0",0,0,"0"
"1","0","1",0,0,"1"
"0","1","2",0,0,"0"
"0","0","2",25,43,"1"
"0","1","2",39,22,"0"
"0","1","2",0,0,"0"
"0","0","0",11,17,"1"
"0","0","0",68,80,"1"
"0","1","2",236,239,"0"
"0","0","0",45,43,"1"
"0","1","2",0,0,"0"
"0","0","0",4,12,"1"
"0","0","0",0,0,"1"
"0","0","0",0,0,"0"
"1","0","0",0,0,"0"
"0","0","0",2,0,"1"
"0","0","0",0,3,"1"
"0","0","2",0,0,"1"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","0","2",5,1,"1"
"0","1","0",10,0,"1"
"0","1","0",60,47,"0"
"0","0","1",56,41,"0"
"1","0","2",0,0,"0"
"0","0","0",0,0,"1"
"1","0","2",0,10,"0"
"0","1","0",0,0,"0"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","0","0",4,0,"1"
"0","0","2",0,0,"1"
"0","1","2",2,0,"0"
"0","0","0",0,8,"0"
"0","1","2",0,0,"0"
"1","0","2",0,0,"0"
"0","1","2",21,24,"0"
"0","0","0",0,0,"1"
"0","1","2",46,38,"0"
"0","1","1",17,20,"0"
"0","0","0",15,13,"0"
"1","0","0",12,9,"0"
"0","1","2",0,0,"0"
"1","0","0",173,160,"1"
"1","0","2",0,0,"0"
"0","1","2",34,29,"0"
"0","0","0",30,38,"1"
"0","1","2",0,0,"0"
"0","0","0",63,43,"1"
"0","0","0",0,0,"0"
"0","0","2",0,0,"0"
"0","1","2",1,26,"0"
"0","1","2",0,0,"0"
"0","0","0",4,0,"1"
"1","0","0",0,0,"0"
"0","1","2",0,0,"1"
"1","0","0",0,0,"0"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"0","0","1",0,13,"1"
"1","0","1",12,8,"0"
"0","0","0",25,17,"1"
"0","1","2",11,11,"1"
"0","0","0",38,22,"1"
"0","0","0",98,92,"1"
"0","1","1",0,0,"0"
"1","0","2",0,0,"0"
"0","0","2",9,10,"0"
"1","0","2",0,0,"1"
"0","0","0",0,0,"1"
"0","0","0",22,3,"1"
"0","0","0",0,8,"1"
"1","0","1",0,0,"0"
"0","0","0",0,0,"1"
"0","0","0",21,15,"1"
"1","0","0",0,0,"0"
"0","1","0",5,0,"0"
"0","1","2",2,0,"0"
"0","0","2",0,0,"1"
"0","1","1",0,0,"0"
"1","0","2",52,77,"0"
"0","0","0",0,0,"0"
"0","1","2",0,0,"0"
"0","0","0",10,7,"1"
"1","0","2",0,0,"0"
"0","1","2",23,23,"0"
"0","0","2",1,0,"1"
"0","0","0",13,0,"1"
"0","0","0",0,0,"1"
"0","0","0",10,6,"0"
"1","0","2",0,0,"0"
"0","1","2",0,0,"0"
"0","1","2",0,0,"0"
"0","0","0",92,75,"0"
"0","1","2",0,0,"0"
"0","0","0",19,59,"1"
"0","1","1",9,0,"0"
"0","1","2",18,0,"0"
"0","1","2",0,0,"1"
"0","0","0",0,0,"1"
"1","0","0",0,2,"1"
"0","0","0",78,87,"1"
"0","1","2",104,85,"0"
"0","1","2",0,3,"1"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"0","1","1",0,0,"0"
"0","0","0",0,0,"0"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"1","0","2",0,0,"0"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","0","0",0,27,"1"
"0","0","0",0,0,"1"
"0","0","2",0,3,"1"
"0","1","2",4,27,"0"
"0","0","0",36,16,"1"
"0","1","0",0,0,"0"
"0","0","0",10,0,"0"
"0","0","1",3,0,"1"
"1","0","0",10,13,"0"
"0","1","2",0,0,"0"
"0","0","0",13,8,"1"
"0","1","2",3,1,"0"
"0","0","0",20,17,"0"
"0","1","2",7,0,"0"
"0","1","2",74,60,"0"
"0","0","0",2,0,"1"
"0","0","2",28,26,"1"
"1","0","0",0,0,"0"
"0","0","0",0,4,"1"
"0","0","0",53,56,"1"
"1","0","2",0,11,"0"
"0","0","0",13,24,"1"
"0","1","2",0,0,"1"
"0","0","0",0,0,"1"
"0","1","1",0,0,"1"
"0","0","0",171,175,"0"
"0","0","2",5,12,"0"
"1","0","2",13,7,"0"
"0","1","1",3,0,"1"
"0","0","2",0,2,"0"
"0","1","1",13,15,"0"
"1","0","2",20,15,"1"
"0","0","0",0,0,"0"
"1","0","2",6,14,"0"
"0","0","0",11,0,"1"
"0","0","2",0,0,"1"
"0","0","0",249,232,"0"
"0","0","0",0,12,"1"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","0","0",0,0,"0"
"0","0","0",8,0,"1"
"0","1","1",0,0,"0"
"0","0","0",0,0,"1"
"1","0","2",0,0,"1"
"0","1","2",0,0,"0"
"0","0","0",20,18,"1"
"0","1","2",0,0,"1"
"0","0","0",41,33,"1"
"1","0","0",6,0,"1"
"1","0","0",0,0,"0"
"0","1","2",0,0,"0"
"0","0","0",0,0,"0"
"0","1","2",0,0,"0"
"0","0","0",1,0,"1"
"0","0","0",8,11,"1"
"0","0","0",52,50,"0"
"0","0","0",0,0,"1"
"0","0","0",29,31,"1"
"0","1","2",9,3,"0"
"0","0","0",37,26,"1"
"0","0","0",33,46,"0"
"1","0","0",13,14,"0"
"0","1","2",0,0,"0"
"0","0","2",0,0,"0"
"0","0","2",0,0,"0"
"0","0","1",0,0,"1"
"0","1","2",4,0,"0"
"0","0","0",0,0,"0"
"0","0","0",26,25,"1"
"0","0","0",6,1,"1"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","0","0",32,105,"1"
"0","1","2",0,0,"0"
"0","1","2",0,0,"0"
"0","1","2",0,0,"0"
"1","0","2",0,0,"0"
"0","0","0",121,135,"1"
"0","0","0",0,0,"0"
"0","0","0",33,19,"1"
"1","0","2",0,0,"1"
"0","0","0",0,29,"1"
"1","0","2",0,0,"1"
"0","1","2",0,0,"0"
"0","0","2",104,96,"0"
"0","0","0",0,13,"0"
"0","0","2",28,51,"0"
"0","0","0",0,0,"0"
"0","1","0",34,8,"0"
"0","1","2",1,22,"0"
"1","0","2",6,12,"0"
"0","0","0",0,0,"1"
"0","0","2",97,80,"0"
"0","1","0",0,0,"0"
"0","0","0",5,12,"1"
"0","0","0",0,0,"1"
"1","0","2",0,0,"0"
"0","0","0",0,0,"1"
"1","0","2",12,0,"0"
"0","0","0",0,4,"1"
"1","0","2",0,0,"0"
"0","0","0",33,43,"0"
"1","1","2",0,0,"0"
"0","1","2",157,151,"0"
"1","0","0",0,0,"0"
"0","0","2",13,9,"1"
"0","1","2",1,0,"0"
"0","0","0",158,159,"0"
"1","0","2",0,0,"0"
"0","1","2",0,0,"0"
"0","0","1",0,0,"0"
"0","0","0",1,0,"1"
"0","0","0",24,0,"1"
"0","0","0",0,0,"1"
"0","0","2",0,0,"1"
"0","0","0",0,0,"1"
"0","0","2",4,46,"0"
"0","0","0",37,34,"1"
"0","0","0",0,0,"1"
"1","0","0",0,6,"0"
"0","1","2",0,0,"0"
"1","0","2",0,0,"0"
"0","0","0",0,1,"0"
"0","0","0",45,29,"1"
"1","0","0",0,0,"0"
"0","0","2",0,0,"0"
"0","1","2",0,0,"0"
"1","0","0",0,0,"0"
"1","0","2",77,62,"0"
"0","0","2",5,0,"0"
"0","0","1",27,15,"1"
"1","0","2",0,0,"0"
"1","0","2",0,0,"0"
"0","0","0",0,0,"1"
"1","0","0",0,0,"0"
"0","1","2",99,114,"0"
"0","0","0",0,0,"1"
"1","0","0",20,18,"1"
"0","1","2",18,22,"0"
"0","0","2",0,0,"0"
"0","0","0",0,0,"1"
"0","0","0",0,4,"0"
"1","0","2",0,34,"0"
"0","0","0",0,10,"1"
"1","0","0",2,2,"1"
"0","1","2",3,2,"0"
"0","1","2",0,0,"0"
"1","0","2",0,0,"0"
"1","0","0",0,0,"1"
"0","1","1",0,0,"0"
"0","0","0",4,6,"1"
"1","0","2",0,0,"0"
"1","0","2",9,0,"0"
"1","0","2",0,0,"0"
"0","0","0",0,0,"0"
"0","1","2",0,0,"0"
"1","0","2",1,56,"0"
"0","1","2",0,0,"1"
"1","0","2",14,2,"0"
"1","0","0",0,0,"1"
"0","0","0",63,57,"1"
"0","1","2",6,1,"0"
"1","0","2",0,4,"0"
"0","1","2",0,0,"1"
"0","0","0",0,0,"0"
"0","1","1",0,0,"1"
"1","0","0",1,0,"0"
"0","0","0",0,0,"1"
"0","0","0",24,19,"1"
"0","0","0",0,0,"1"
"0","0","0",40,36,"1"
"1","0","0",18,18,"0"
"0","0","0",12,0,"1"
"0","0","0",0,11,"0"
"0","1","2",0,0,"0"
"0","1","2",74,68,"0"
"0","1","2",1,12,"0"
"0","0","2",30,22,"0"
"0","0","0",0,11,"1"
"1","0","2",0,0,"0"
"0","0","0",0,0,"1"
"0","0","2",0,18,"1"
"0","0","0",11,0,"1"
"1","0","0",5,15,"0"
"0","1","1",0,0,"1"
"0","1","1",0,0,"0"
"0","0","0",0,8,"0"
"0","0","2",29,30,"1"
"0","0","0",22,26,"0"
"0","1","2",0,0,"0"
"0","0","0",15,10,"1"
"0","1","1",0,0,"0"
"0","0","2",67,48,"0"
"0","0","0",0,0,"1"
"0","1","2",0,0,"1"
"1","0","2",9,1,"0"
"0","0","0",0,0,"1"
"0","0","0",0,12,"0"
"0","0","0",0,0,"1"
"0","0","0",2,0,"0"
"0","0","0",0,5,"1"
"0","0","0",0,0,"0"
"0","0","0",9,0,"1"
"0","1","2",0,0,"0"
"0","0","0",13,0,"0"
"0","1","2",48,63,"0"
"0","0","0",13,7,"1"
"0","0","0",121,128,"1"
"0","0","0",0,0,"1"
"0","0","2",9,11,"1"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","1","1",18,56,"0"
"0","0","0",1,0,"1"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","0","1",0,0,"0"
"0","0","2",1,9,"1"
"0","1","2",12,6,"0"
"1","0","2",0,4,"0"
"1","0","0",0,0,"0"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","1","2",0,3,"0"
"0","0","1",15,9,"0"
"0","0","0",21,15,"1"
"0","0","0",1,6,"1"
"0","0","0",0,0,"0"
"0","0","0",6,5,"0"
"0","1","2",6,0,"0"
"0","0","0",1,4,"1"
"0","0","2",47,36,"1"
"0","1","2",20,0,"0"
"0","0","2",0,0,"1"
"0","0","1",1,4,"0"
"0","1","2",9,8,"0"
"1","0","2",41,41,"0"
"0","1","2",136,136,"0"
"0","1","2",0,0,"0"
"0","1","2",0,5,"0"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"0","0","1",53,62,"0"
"0","0","0",0,0,"1"
"0","0","0",9,0,"1"
"0","0","0",0,1,"1"
"0","0","0",3,1,"1"
"0","1","2",11,30,"0"
"0","1","2",42,42,"0"
"0","1","1",120,113,"0"
"1","0","0",21,20,"1"
"0","1","2",0,0,"0"
"0","1","2",7,0,"0"
"0","1","2",0,0,"0"
"0","1","2",7,0,"0"
"0","1","2",14,15,"0"
"0","0","0",7,0,"0"
"0","0","0",0,1,"0"
"0","1","2",0,5,"1"
"0","1","2",88,86,"1"
"0","1","2",0,3,"0"
"0","0","0",12,0,"1"
"1","0","0",0,1,"1"
"0","0","0",0,0,"1"
"0","0","0",0,15,"0"
"1","0","2",8,20,"0"
"0","0","0",18,15,"1"
"0","0","1",0,0,"1"
"0","1","0",0,0,"0"
"0","1","1",0,0,"0"
"0","0","0",0,20,"1"
"0","0","2",0,0,"1"
"1","0","2",23,6,"0"
"0","1","2",0,0,"0"
"0","0","0",26,0,"1"
"1","0","2",12,0,"0"
"0","1","0",1,0,"0"
"1","0","2",0,0,"0"
"0","1","0",0,63,"0"
"0","0","0",0,2,"1"
"0","0","0",3,0,"1"
"0","0","2",0,0,"1"
"1","0","0",61,51,"1"
"0","1","2",10,0,"0"
"0","1","1",3,0,"0"
"0","0","2",136,133,"0"
"0","0","0",0,0,"1"
"0","1","1",62,66,"0"
"1","0","2",0,0,"1"
"0","0","0",0,1,"1"
"0","1","2",130,119,"0"
"0","0","0",23,28,"1"
"0","0","2",35,45,"1"
"0","0","0",14,2,"1"
"0","1","2",0,0,"0"
"0","0","0",0,13,"1"
"0","0","0",1,0,"0"
"1","0","0",67,68,"0"
"1","0","2",12,0,"0"
"1","0","0",0,8,"0"
"0","1","0",32,21,"0"
"0","1","2",6,3,"0"
"0","0","1",0,0,"0"
"0","0","2",10,47,"0"
"0","1","2",0,2,"0"
"0","0","0",0,0,"0"
"0","0","0",0,0,"1"
"0","0","0",0,4,"1"
"0","0","0",98,102,"1"
"0","0","0",0,0,"0"
"0","0","0",0,0,"0"
"0","1","2",10,7,"0"
"0","1","2",0,0,"1"
"0","1","2",0,0,"1"
"1","0","2",2,8,"1"
"0","1","2",0,0,"0"
"0","0","0",0,0,"0"
"0","0","0",9,11,"0"
"0","1","2",1,0,"0"
"0","0","1",0,0,"1"
"0","1","1",4,0,"0"
"0","1","2",0,2,"0"
"0","0","0",0,0,"1"
"0","1","2",1,0,"1"
"0","0","2",0,4,"1"
"0","1","0",0,0,"0"
"0","0","2",0,0,"1"
"0","0","2",4,18,"0"
"0","0","2",0,0,"1"
"0","0","2",0,0,"1"
"0","0","0",0,14,"1"
"0","1","2",13,44,"0"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","1","2",0,4,"0"
"1","0","2",28,16,"0"
"0","0","0",0,8,"1"
"0","0","0",0,11,"1"
"0","0","2",8,2,"0"
"0","0","0",0,0,"0"
"0","0","0",28,27,"1"
"0","1","2",2,0,"0"
"0","0","0",0,0,"0"
"0","0","1",4,4,"1"
"0","0","0",2,17,"1"
"0","0","0",0,0,"1"
"0","1","1",0,0,"0"
"1","0","0",75,74,"0"
"0","0","0",0,0,"1"
"1","0","0",1,0,"1"
"0","0","0",30,19,"1"
"1","0","0",10,4,"0"
"0","1","1",27,0,"0"
"0","0","0",0,0,"0"
"0","1","2",7,8,"0"
"1","0","2",0,0,"0"
"0","0","0",0,0,"1"
"0","0","0",0,18,"1"
"0","0","0",0,0,"1"
"1","0","2",0,0,"0"
"1","0","1",0,11,"0"
"0","1","2",0,0,"0"
"0","0","0",0,3,"1"
"0","1","1",0,0,"1"
"1","0","2",0,0,"0"
"0","1","2",0,0,"0"
"0","1","2",0,0,"0"
"0","0","0",13,6,"1"
"1","0","2",0,0,"0"
"0","0","1",0,0,"1"
"0","0","2",0,0,"1"
"0","0","0",0,0,"1"
"1","0","0",0,0,"1"
"0","1","2",80,74,"0"
"0","0","2",0,0,"1"
"0","1","1",69,68,"0"
"0","1","2",108,107,"0"
"0","1","2",0,0,"0"
"1","0","2",0,0,"1"
"0","0","0",8,0,"0"
"0","0","2",15,5,"1"
"0","0","2",0,0,"1"
"1","0","0",0,0,"1"
"1","0","0",35,37,"1"
"0","1","2",0,0,"0"
"0","0","0",0,3,"1"
"0","0","0",29,29,"1"
"1","0","2",0,0,"0"
"1","0","0",17,35,"1"
"0","0","2",0,0,"1"
"1","0","0",40,28,"1"
"0","0","0",0,0,"0"
"0","1","2",0,0,"0"
"0","0","0",5,4,"1"
"0","0","0",0,0,"1"
"0","0","0",2,0,"1"
"1","0","0",1,0,"0"
"0","1","2",139,149,"0"
"0","0","0",47,47,"1"
"0","0","0",10,1,"1"
"1","0","0",3,0,"0"
"0","0","0",0,0,"0"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","1","1",0,0,"0"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"0","1","2",35,27,"0"
"0","0","1",0,0,"1"
"0","0","0",0,0,"1"
"1","0","2",12,9,"0"
"0","0","0",11,2,"1"
"0","0","2",0,0,"1"
"1","0","2",0,0,"1"
"1","0","2",0,0,"0"
"0","0","1",0,0,"0"
"0","0","0",0,0,"1"
"0","1","2",1,7,"0"
"0","0","0",0,5,"1"
"0","1","2",5,0,"0"
"0","1","2",0,0,"0"
"0","0","0",0,0,"0"
"0","0","0",4,0,"1"
"0","1","2",0,9,"0"
"1","0","2",0,0,"0"
"0","1","2",0,0,"0"
"0","1","2",0,0,"0"
"0","1","2",0,3,"0"
"0","0","1",0,0,"1"
"0","1","2",0,0,"0"
"0","1","2",4,0,"0"
"0","0","2",0,0,"1"
"0","1","2",1,0,"0"
"0","1","2",23,28,"0"
"0","1","2",0,0,"0"
"0","1","2",0,0,"0"
"0","1","1",0,0,"0"
"1","0","2",0,0,"0"
"0","0","0",0,0,"1"
"0","1","1",8,2,"0"
"0","0","0",0,0,"1"
"0","1","0",0,1,"0"
"0","1","2",19,16,"0"
"1","0","0",20,21,"0"
"0","0","0",0,0,"1"
"0","0","0",31,25,"0"
"0","1","2",0,11,"0"
"0","1","2",3,0,"0"
"1","0","2",0,0,"0"
"1","0","0",0,0,"0"
"0","1","2",0,1,"0"
"0","0","0",3,0,"0"
"0","0","0",15,15,"1"
"0","1","2",0,6,"0"
"0","0","0",0,0,"1"
"1","0","0",0,0,"0"
"0","1","2",0,0,"0"
"0","1","1",0,0,"0"
"0","0","0",0,0,"1"
"0","0","0",0,0,"0"
"0","1","1",0,0,"0"
"1","0","0",0,0,"0"
"0","0","0",0,0,"1"
"0","1","2",0,44,"0"
"0","1","2",20,18,"0"
"0","1","2",0,5,"0"
"0","0","2",2,0,"0"
"0","1","2",1,18,"0"
"0","1","2",0,0,"0"
"0","0","2",0,1,"1"
"1","0","0",0,0,"0"
"1","0","2",73,109,"0"
"0","1","2",0,0,"0"
"0","1","2",5,0,"0"
"0","0","2",9,9,"0"
"0","0","2",0,0,"1"
"1","0","2",81,58,"0"
"0","0","1",0,0,"0"
"0","0","0",0,0,"1"
"0","0","0",3,2,"1"
"0","0","0",0,0,"1"
"0","0","2",7,0,"0"
"1","0","2",0,0,"0"
"0","0","0",7,12,"1"
"0","0","2",4,5,"1"
"0","0","0",116,135,"1"
"0","1","1",0,0,"0"
"0","1","2",0,0,"0"
"0","0","0",19,10,"1"
"0","0","0",0,32,"1"
"0","1","2",0,0,"0"
"0","0","2",0,0,"0"
"0","1","2",0,0,"0"
"0","0","0",0,0,"0"
"0","0","0",0,0,"1"
"0","0","0",27,25,"1"
"0","0","0",23,18,"1"
"0","1","2",0,0,"0"
"0","0","0",0,1,"1"
"0","0","0",0,0,"1"
"1","0","0",0,0,"1"
"0","1","1",0,0,"0"
"0","0","0",0,0,"1"
"0","1","2",2,0,"0"
"0","1","2",0,0,"0"
"1","0","0",12,21,"0"
"1","0","0",0,0,"0"
"0","0","0",0,0,"1"
"0","1","2",0,0,"1"
"1","0","2",13,14,"0"
"0","1","2",1,0,"0"
"0","1","2",0,5,"0"
"1","0","2",0,0,"0"
"0","1","2",0,0,"0"
"0","1","2",37,33,"0"
"1","0","2",0,13,"0"
"0","1","2",0,0,"1"
"0","0","1",0,0,"0"
"0","0","0",113,120,"1"
"0","1","2",0,0,"0"
"0","0","0",2,0,"1"
"0","0","2",0,21,"1"
"1","0","0",1,0,"0"
"0","1","2",0,0,"0"
"0","1","2",0,0,"0"
"0","1","2",0,0,"0"
"1","0","1",11,1,"0"
"1","0","0",0,0,"1"
"1","0","1",13,11,"0"
"0","0","0",6,0,"1"
"1","0","2",0,0,"0"
"0","0","2",4,13,"1"
"0","0","1",5,12,"0"
"0","0","0",78,72,"0"
"0","0","1",0,0,"1"
"0","1","2",46,42,"0"
"0","1","2",0,0,"1"
"0","0","0",0,0,"1"
"1","0","0",24,14,"1"
"0","0","0",0,0,"0"
"0","1","0",0,10,"0"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"1","0","2",11,17,"0"
"0","0","0",19,58,"1"
"0","1","2",37,29,"0"
"0","0","0",0,5,"0"
"0","0","0",0,0,"0"
"0","1","2",2,0,"1"
"0","1","2",0,0,"0"
"0","1","2",2,3,"1"
"1","0","2",0,0,"0"
"0","0","2",17,36,"0"
"0","0","0",0,13,"0"
"0","1","2",0,0,"0"
"0","0","0",15,21,"1"
"0","0","0",2,0,"0"
"0","0","0",0,0,"1"
"0","0","1",0,0,"1"
"1","0","0",7,7,"0"
"1","0","0",28,30,"0"
"0","0","0",3,0,"1"
"0","0","2",0,6,"1"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","0","0",282,255,"0"
"0","0","1",0,1,"1"
"0","1","2",7,3,"0"
"1","0","2",0,0,"0"
"0","1","2",0,0,"0"
"0","1","1",1,0,"0"
"1","0","2",0,0,"0"
"0","0","0",31,63,"1"
"0","0","2",24,35,"0"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","0","0",60,57,"1"
"0","0","2",0,3,"0"
"0","0","2",33,26,"1"
"0","1","2",0,0,"0"
"0","1","2",0,11,"0"
"0","0","0",7,8,"1"
"0","0","0",0,13,"0"
"0","0","0",0,0,"0"
"0","1","2",3,23,"0"
"0","1","2",0,0,"0"
"0","0","0",1,0,"0"
"0","0","2",246,247,"0"
"0","1","0",0,0,"0"
"0","1","1",0,0,"0"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","1","2",86,73,"0"
"1","0","2",20,17,"0"
"0","1","1",23,24,"0"
"1","0","2",0,0,"0"
"0","0","0",0,5,"1"
"0","1","2",135,150,"0"
"0","0","2",3,0,"0"
"1","0","2",0,26,"1"
"0","1","1",0,17,"0"
"0","0","0",0,0,"0"
"1","0","2",23,17,"0"
"0","0","2",16,14,"1"
"1","0","0",24,20,"0"
"0","0","2",0,13,"0"
"0","0","0",0,0,"1"
"0","0","0",0,5,"1"
"1","0","2",57,58,"0"
"0","0","2",0,0,"1"
"1","0","0",0,0,"0"
"0","1","1",65,60,"0"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","1","2",0,0,"1"
"1","0","2",18,18,"0"
"1","0","2",1,0,"1"
"0","0","2",0,0,"0"
"0","0","0",1,1,"1"
"1","1","2",20,24,"1"
"0","0","1",9,10,"0"
"1","0","2",0,61,"0"
"0","1","2",96,81,"0"
"0","0","0",33,16,"1"
"0","0","0",1,0,"1"
"1","0","2",67,57,"0"
"0","0","0",0,0,"1"
"0","1","2",1,0,"0"
"1","0","2",141,150,"0"
"0","0","0",0,0,"1"
"0","1","2",26,23,"0"
"1","0","2",82,84,"0"
"0","1","2",0,0,"0"
"0","0","0",33,24,"1"
"0","0","0",25,10,"0"
"0","0","0",0,0,"1"
"0","1","1",0,0,"0"
"0","1","2",45,42,"0"
"0","0","0",0,0,"0"
"0","1","2",67,71,"0"
"0","0","0",0,13,"0"
"0","0","0",0,0,"1"
"0","0","0",0,12,"1"
"0","0","0",0,5,"1"
"0","0","2",19,25,"0"
"1","0","2",0,0,"0"
"0","0","0",4,0,"1"
"0","1","1",0,0,"0"
"0","0","0",61,78,"1"
"0","0","1",33,33,"0"
"0","0","0",0,0,"1"
"0","0","0",0,11,"0"
"0","1","2",56,60,"0"
"0","0","0",2,3,"1"
"0","0","2",0,0,"1"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"0","0","0",0,0,"1"
"0","0","0",0,3,"1"
"0","0","0",0,6,"1"
"1","0","2",31,64,"0"
"0","1","2",0,0,"0"
"0","1","2",45,41,"0"
"0","0","0",6,21,"0"
"0","0","2",27,18,"0"
"0","1","2",0,1,"1"
"0","1","2",0,52,"0"
"1","0","2",3,7,"0"
"1","0","2",0,4,"0"
"0","0","0",0,0,"0"
"1","0","2",18,42,"0"
"0","1","2",10,1,"0"
"0","1","2",13,19,"0"
"0","0","0",0,0,"1"
"1","0","0",0,0,"0"
"0","1","2",10,5,"0"
"0","1","1",0,0,"0"
"0","1","2",0,0,"0"
"0","0","0",1,0,"1"
"0","0","0",10,2,"1"
"0","0","0",5,0,"1"
"0","0","2",16,20,"0"
"0","0","0",14,0,"1"
"0","0","0",0,0,"1"
"0","0","2",50,37,"0"
"0","1","2",8,0,"1"
"0","0","0",0,0,"0"
"0","0","2",0,8,"0"
"0","1","2",0,0,"0"
"0","1","2",0,0,"0"
"0","1","2",0,0,"0"
"0","1","2",0,0,"0"
"0","1","0",0,0,"0"
"0","1","1",2,8,"0"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"0","0","0",0,0,"0"
"0","1","2",4,9,"0"
"0","0","0",0,0,"1"
"0","1","1",0,0,"1"
"0","1","2",0,16,"0"
"0","1","2",0,0,"0"
"0","1","1",0,0,"0"
"1","0","2",0,0,"0"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","1","2",0,0,"0"
"0","0","2",10,21,"0"
"1","0","1",31,37,"0"
"0","1","2",0,0,"0"
"0","0","0",0,11,"1"
"0","0","0",0,5,"1"
"0","0","0",1,2,"0"
"0","0","0",4,0,"1"
"0","1","2",14,11,"0"
"0","1","2",0,0,"0"
"0","1","2",0,46,"0"
"0","1","2",0,0,"0"
"0","1","2",5,0,"0"
"0","1","2",18,19,"0"
"0","1","2",0,0,"0"
"0","0","0",7,0,"1"
"0","1","2",8,0,"0"
"0","0","2",0,0,"0"
"0","0","2",0,0,"1"
"1","0","2",22,7,"0"
"0","1","2",0,0,"0"
"1","0","0",25,9,"0"
"0","1","0",17,19,"0"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"1","0","2",0,0,"0"
"0","1","2",20,8,"0"
"0","0","2",13,8,"0"
"1","0","2",7,0,"0"
"0","1","1",0,0,"0"
"0","1","2",0,0,"0"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
"0","1","2",0,0,"0"
"0","1","2",4,2,"1"
"0","0","2",0,0,"1"
"0","0","1",8,7,"1"
"0","0","0",18,19,"0"
"0","0","0",0,13,"1"
"0","1","2",4,0,"0"
"0","0","2",17,15,"0"
"0","0","0",0,5,"1"
"0","1","2",0,0,"0"
"0","0","0",0,0,"1"
